Time,Station,Type,Login_Mode,Operator,Tact_Time(Sec),LotNum,Barcode,VCMID,SensorID,FPCBID,SIte_1,Site_2,Site_3,Site_4,Site_5,Site_6,Site_7,Site_8,Site_9,Pass_Count,Fail_Count,Total,Result,CODE,Para,ERROR,Site_1_Result_code,Site_2_Result_code,Site_3_Result_code,Site_4_Result_code,Site_5_Result_code,Site_6_Result_code,Site_7_Result_code,Site_8_Result_code,Site_9_Result_code,Site_1_Result_name,Site_2_Result_name,Site_3_Result_name,Site_4_Result_name,Site_5_Result_name,Site_6_Result_name,Site_7_Result_name,Site_8_Result_name,Site_9_Result_name,SWversion_site1,SWversion_site2,SWversion_site3,SWversion_site4,SWversion_site5,SWversion_site6,SWversion_site7,SWversion_site8,SWversion_site9,SWversion_Matching,Site_1_ReInsp,Site_2_ReInsp,Site_3_ReInsp,Site_4_ReInsp,Site_5_ReInsp,Site_6_ReInsp,Site_7_ReInsp,Site_8_ReInsp,Site_9_ReInsp,Insp_Mode,Site_1_LastCode,Site_2_LastCode,Site_3_LastCode,Site_4_LastCode,Site_5_LastCode,Site_6_LastCode,Site_7_LastCode,Site_8_LastCode,Site_9_LastCode,Site_1_LastTime,Site_2_LastTime,Site_3_LastTime,Site_4_LastTime,Site_5_LastTime,Site_6_LastTime,Site_7_LastTime,Site_8_LastTime,Site_9_LastTime,A_LIGHT_AE_TIME,A_REFERENCE,D_LIGHT_AE_TIME,D_REFERENCE,A_COLOR_RG,A_COLOR_RG_REF,A_COLOR_BG,A_COLOR_BG_REF,D_COLOR_RG,D_COLOR_RG_REF,D_COLOR_BG,D_COLOR_BG_REF,GAIN_B1,GAIN_B1_REF,GAIN_B2,GAIN_B2_REF,GAIN_H1,GAIN_H1_REF,GAIN_H2,GAIN_H2_REF,EM_H1_6,EM_H1_6_REF,EM_H1_7,EM_H1_7_REF,EM_H1_8,EM_H1_8_REF,EM_H1_9,EM_H1_9_REF,EM_H1_10,EM_H1_10_REF,EM_H2_2,EM_H2_2_REF,EM_H2_3,EM_H2_3_REF,EM_H2_4,EM_H2_4_REF,EM_H2_5,EM_H2_5_REF,EM_H2_11,EM_H2_11_REF,EM_H2_12,EM_H2_12_REF,SOCKET_UP,SOCKET_DOWN,SOCKET_OPEN,SOCKET_CLOSE,SW_VERSION,PBS_VERSION
'2021-06-13 03:32:23.073,KCMCT5241H,R04A,OP,±è¿ø´ö,22.76,GGY733AM6B01,DN81246F6SRH1HW18,AZ3B147136AAB1A1A031128104,0ace02080591,THA12130HNZ06MWAW,0.00,21.68,22.36,0.00,19.56,21.15,21.31,20.50,20.51,46,32,78,PASS,1,7,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6470,6689,7261,7323,0.817,0.816,0.278,0.275,0.478,0.478,0.530,0.522,8.829,9.180,8.698,9.073,9.034,8.485,8.704,9.429,0.957,0.949,0.952,0.953,0.951,0.951,0.953,0.951,0.000,0.000,0.953,0.950,0.955,0.953,0.953,0.949,0.949,0.949,0.000,0.000,0.000,0.000,0.764,0.640,1.186,0.858,1.4.1.54,PBS_20.200424
'2021-06-13 03:32:47.307,KCMCT5241H,R04A,OP,±è¿ø´ö,24.34,GGY733AM6B01,DN81246F6SAH1HW1P,AZ3B147136A8B1A1A030104005,0ace02080253,THA121300PH06MWAS,0.00,21.73,22.59,0.00,19.25,21.22,21.06,20.20,18.10,46,33,79,FAIL,467,5,FPDC DLL,-1,1,1,-1,1,1,1,1,467,-,PASS,PASS,-,PASS,PASS,PASS,PASS,FPDC DLL,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6470,6689,7261,7323,0.809,0.816,0.277,0.275,0.471,0.478,0.530,0.522,8.713,9.180,8.770,9.073,8.060,8.485,9.046,9.429,0.951,0.949,0.955,0.953,0.955,0.951,0.948,0.951,0.000,0.000,0.950,0.950,0.952,0.953,0.950,0.949,0.948,0.949,0.000,0.000,0.000,0.000,0.765,0.671,1.123,0.842,1.4.1.54,PBS_20.200424
'2021-06-13 03:33:10.703,KCMCT5241H,R04A,OP,±è¿ø´ö,23.59,GGY733AM6B01,DN81246F6S1H1HW1Y,AZ3B147105G3B1A1A032062128,0ace02081132,THA12130DFM06MWAZ,0.00,21.45,22.11,0.00,19.36,0.00,0.00,0.00,0.00,46,34,80,FAIL,451,3,SFR Macro Up,-1,1,1,-1,451,0,0,0,0,-,PASS,PASS,-,SFR Macro Up,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,8.284,9.180,8.179,9.073,7.893,8.485,10.191,9.429,0.952,0.949,0.956,0.953,0.959,0.951,0.953,0.951,0.000,0.000,0.956,0.950,0.961,0.953,0.954,0.949,0.954,0.949,0.000,0.000,0.000,0.000,0.765,0.655,1.123,0.827,1.4.1.54,PBS_20.200424
'2021-06-13 03:33:34.176,KCMCT5241H,R04A,OP,±è¿ø´ö,23.34,GGY733AM6B01,DN81246F6SPH1HW1A,AZ3B14715783B3A1A330011022,0ace02080867,THA121303WH06MWA2,0.00,21.25,21.56,0.00,0.00,0.00,0.00,0.00,0.00,46,35,81,FAIL,358,2,Sphere Vibration,-1,1,358,-1,0,0,0,0,0,-,PASS,Sphere Vibration,-,STOP,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,-1,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,8.274,9.180,8.485,9.073,7.906,8.485,9.819,9.429,0.946,0.949,0.957,0.953,0.956,0.951,0.955,0.951,0.000,0.000,0.958,0.950,0.956,0.953,0.949,0.949,0.954,0.949,0.000,0.000,0.000,0.000,0.765,0.608,1.232,0.858,1.4.1.54,PBS_20.200424
'2021-06-13 03:33:58.580,KCMCT5241H,R04A,OP,±è¿ø´ö,23.45,GGY733AM6B01,DN81246F6RMH1HW1F,AZ3B14714678B1A19532153014,0ace02080822,THA12130FGT06MWAN,0.00,21.76,22.90,0.00,19.95,21.18,21.47,20.20,19.16,47,35,82,PASS,1,8,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6470,6689,7261,7323,0.812,0.816,0.282,0.275,0.478,0.478,0.530,0.522,9.493,9.180,9.530,9.073,7.375,8.485,7.050,9.429,0.951,0.949,0.950,0.953,0.950,0.951,0.946,0.951,0.000,0.000,0.949,0.950,0.950,0.953,0.946,0.949,0.944,0.949,0.000,0.000,0.000,0.000,0.765,0.671,1.279,0.858,1.4.1.54,PBS_20.200424
'2021-06-13 03:34:20.127,KCMCT5241H,R04A,OP,±è¿ø´ö,22.62,GGY733AM6B01,DN81246F6SMH1HW1C,AZ3B147105G7B1A18935007020,0ace02080227,THA12130F0206MWAT,0.00,21.47,21.37,0.00,19.58,21.18,20.70,20.12,20.61,48,34,82,PASS,1,6,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6470,6689,7261,7323,0.814,0.816,0.278,0.275,0.477,0.478,0.528,0.522,8.886,9.180,8.907,9.073,7.985,8.485,7.164,9.429,0.951,0.949,0.952,0.953,0.951,0.951,0.953,0.951,0.000,0.000,0.951,0.950,0.954,0.953,0.951,0.949,0.951,0.949,0.000,0.000,0.000,0.000,0.764,0.624,1.124,0.952,1.4.1.54,PBS_20.200424
'2021-06-13 03:34:42.912,KCMCT5241H,R04A,OP,±è¿ø´ö,22.82,GGY733AM6B01,DN81246F6TCH1HW1J,AZ3B147125GJB1A19832027103,0ace02080183,THA1213079106MWA9,0.00,21.22,22.90,0.00,17.82,0.00,0.00,0.00,0.00,48,35,83,FAIL,451,4,SFR Macro Up,-1,1,1,-1,451,0,0,0,0,-,PASS,PASS,-,SFR Macro Up,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,8.473,9.180,8.580,9.073,8.888,8.485,8.017,9.429,0.949,0.949,0.956,0.953,0.953,0.951,0.957,0.951,0.000,0.000,0.958,0.950,0.957,0.953,0.952,0.949,0.951,0.949,0.000,0.000,0.000,0.000,0.764,0.718,1.279,0.858,1.4.1.54,PBS_20.200424
'2021-06-13 03:35:06.622,KCMCT5241H,R04A,OP,±è¿ø´ö,23.59,GGY733AM6B01,DN81246F6TBH1HW1K,AZ3B147125E3B1A19635015134,0ace02080697,THA1213075R06MWAX,0.00,21.26,22.18,0.00,17.91,0.00,0.00,0.00,0.00,48,36,84,FAIL,451,1,SFR Macro Up,-1,1,1,-1,451,0,0,0,0,-,PASS,PASS,-,SFR Macro Up,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,9.517,9.180,9.694,9.073,7.261,8.485,7.887,9.429,0.955,0.949,0.948,0.953,0.948,0.951,0.946,0.951,0.000,0.000,0.941,0.950,0.951,0.953,0.947,0.949,0.944,0.949,0.000,0.000,0.000,0.000,0.765,0.468,1.185,0.827,1.4.1.54,PBS_20.200424
'2021-06-13 03:35:30.173,KCMCT5241H,R04A,OP,±è¿ø´ö,23.31,GGY733AM6B01,DN81246F6SLH1HW1D,AZ3B147125E2B1A19732103104,0ace02081146,THA121300PR06MWAJ,0.00,20.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48,36,84,FAIL,253,7,VCM Calibration,-1,253,0,-1,0,0,0,0,0,-,VCM Calibration,STOP,-,STOP,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,-1,-1,-1,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,0.000,9.180,0.000,9.073,0.000,8.485,0.000,9.429,0.000,0.949,0.000,0.953,0.000,0.951,0.000,0.951,0.000,0.000,0.000,0.950,0.000,0.953,0.000,0.949,0.000,0.949,0.000,0.000,0.000,0.000,0.764,0.640,1.186,0.858,1.4.1.54,PBS_20.200424
'2021-06-13 03:35:52.751,KCMCT5241H,R04A,OP,±è¿ø´ö,22.68,GGY733AM6B01,DN81246F6SJH1HW1F,AZ3B1511C05FB3A1A929002112,0ace02080755,THA12130FSP06MWAW,0.00,21.93,22.06,0.00,19.75,21.15,20.94,20.25,20.37,49,35,84,PASS,1,5,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6470,6689,7261,7323,0.815,0.816,0.279,0.275,0.480,0.478,0.525,0.522,9.208,9.180,9.363,9.073,8.116,8.485,9.717,9.429,0.949,0.949,0.952,0.953,0.950,0.951,0.948,0.951,0.000,0.000,0.953,0.950,0.955,0.953,0.950,0.949,0.947,0.949,0.000,0.000,0.000,0.000,0.780,0.686,1.123,0.827,1.4.1.54,PBS_20.200424
'2021-06-13 03:36:16.541,KCMCT5241H,R04A,OP,±è¿ø´ö,23.99,GGY733AM6B01,DN81246F6SGH1HW1H,AZ3B14714677B1A1A934014000,0ace02080758,THA1213077Y06MWAJ,0.00,21.25,21.23,0.00,17.93,21.11,20.61,20.12,20.58,50,34,84,PASS,1,3,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6470,6689,7261,7323,0.812,0.816,0.282,0.275,0.478,0.478,0.530,0.522,9.074,9.180,9.117,9.073,8.652,8.485,9.674,9.429,0.950,0.949,0.949,0.953,0.952,0.951,0.951,0.951,0.000,0.000,0.950,0.950,0.954,0.953,0.951,0.949,0.944,0.949,0.000,0.000,0.000,0.000,0.764,0.670,1.139,0.812,1.4.1.54,PBS_20.200424
'2021-06-13 03:36:39.199,KCMCT5241H,R04A,OP,±è¿ø´ö,22.59,GGY733AM6B01,DN81246F6SFH1HW1J,MB211332A16W21A1B233016008,0ace29110772,THA121300M806MWA7,0.00,3.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50,35,85,FAIL,32,2,Module Barcode Mismatching,-1,32,0,-1,0,0,0,0,0,-,Module Barcode Mismatching,STOP,-,STOP,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,-1,-1,-1,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,0.000,9.180,0.000,9.073,0.000,8.485,0.000,9.429,0.000,0.949,0.000,0.953,0.000,0.951,0.000,0.951,0.000,0.000,0.000,0.950,0.000,0.953,0.000,0.949,0.000,0.949,0.000,0.000,0.000,0.000,0.764,0.624,1.232,0.858,1.4.1.54,PBS_20.200424
'2021-06-13 03:37:03.014,KCMCT5241H,R04A,OP,±è¿ø´ö,22.87,GGY733AM6B01,DN81246F6SPH1HW1A,AZ3B14715783B3A1A330011022,0ace02080867,THA121303WH06MWA2,0.00,21.39,22.17,0.00,17.53,21.15,21.14,20.20,19.23,51,35,86,PASS,1,8,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6470,6689,7261,7323,0.815,0.816,0.278,0.275,0.477,0.478,0.529,0.522,8.280,9.180,8.490,9.073,7.898,8.485,9.774,9.429,0.956,0.949,0.958,0.953,0.957,0.951,0.953,0.951,0.000,0.000,0.959,0.950,0.958,0.953,0.952,0.949,0.954,0.949,0.000,0.000,0.000,0.000,0.764,0.671,1.233,0.842,1.4.1.54,PBS_20.200424
'2021-06-13 03:37:25.821,KCMCT5241H,R04A,OP,±è¿ø´ö,23.77,GGY733AM6B01,DN81246F6SDH1HW1L,AZ3B1471568EB1A1A232037100,0ace02090994,THA12130F0006MWAV,0.00,21.40,21.89,0.00,19.27,21.15,20.67,20.81,19.17,52,35,87,PASS,1,6,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6680,6689,7261,7323,0.813,0.816,0.278,0.275,0.473,0.478,0.531,0.522,8.370,9.180,8.497,9.073,7.296,8.485,9.669,9.429,0.960,0.949,0.955,0.953,0.955,0.951,0.956,0.951,0.000,0.000,0.959,0.950,0.960,0.953,0.955,0.949,0.953,0.949,0.000,0.000,0.000,0.000,0.765,0.624,1.185,0.952,1.4.1.54,PBS_20.200424
'2021-06-13 03:37:48.497,KCMCT5241H,R04A,OP,±è¿ø´ö,22.78,GGY733AM6B01,DN81246F6SBH1HW1N,AZ3B1511D04LB3A1A930020020,0ace02080085,THA121304NV06MWAD,0.00,21.67,21.25,0.00,18.49,21.14,20.87,20.14,20.69,53,35,88,PASS,1,4,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6680,6689,7261,7323,0.812,0.816,0.277,0.275,0.476,0.478,0.527,0.522,8.523,9.180,8.606,9.073,8.300,8.485,9.066,9.429,0.954,0.949,0.952,0.953,0.953,0.951,0.955,0.951,0.000,0.000,0.955,0.950,0.951,0.953,0.950,0.949,0.951,0.949,0.000,0.000,0.000,0.000,0.765,0.717,1.279,0.858,1.4.1.54,PBS_20.200424
'2021-06-13 03:38:11.261,KCMCT5241H,R04A,OP,±è¿ø´ö,22.64,GGY733AM6B01,DN81246F6TCH1HW1J,AZ3B147125GJB1A19832027103,0ace02080183,THA1213079106MWA9,0.00,21.25,22.61,0.00,17.82,0.00,0.00,0.00,0.00,53,36,89,FAIL,451,1,SFR Macro Up,-1,1,1,-1,451,0,0,0,0,-,PASS,PASS,-,SFR Macro Up,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,8.504,9.180,8.577,9.073,8.882,8.485,8.035,9.429,0.956,0.949,0.950,0.953,0.951,0.951,0.951,0.951,0.000,0.000,0.947,0.950,0.955,0.953,0.947,0.949,0.950,0.949,0.000,0.000,0.000,0.000,0.765,0.468,1.185,0.812,1.4.1.54,PBS_20.200424
'2021-06-13 03:38:34.431,KCMCT5241H,R04A,OP,±è¿ø´ö,22.87,GGY733AM6B01,DN81246F6TBH1HW1K,AZ3B147125E3B1A19635015134,0ace02080697,THA1213075R06MWAX,0.00,20.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53,37,90,FAIL,253,7,VCM Calibration,-1,253,0,-1,0,0,0,0,0,-,VCM Calibration,STOP,-,STOP,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,-1,-1,-1,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,0.000,9.180,0.000,9.073,0.000,8.485,0.000,9.429,0.000,0.949,0.000,0.953,0.000,0.951,0.000,0.951,0.000,0.000,0.000,0.950,0.000,0.953,0.000,0.949,0.000,0.949,0.000,0.000,0.000,0.000,0.765,0.655,1.185,0.874,1.4.1.54,PBS_20.200424
'2021-06-13 03:38:57.400,KCMCT5241H,R04A,OP,±è¿ø´ö,23.06,GGY733AM6B01,DN81246F6SLH1HW1D,AZ3B147125E2B1A19732103104,0ace02081146,THA121300PR06MWAJ,0.00,20.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53,37,90,FAIL,253,5,VCM Calibration,-1,253,0,-1,0,0,0,0,0,-,VCM Calibration,STOP,-,STOP,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,-1,-1,-1,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,0.000,9.180,0.000,9.073,0.000,8.485,0.000,9.429,0.000,0.949,0.000,0.953,0.000,0.951,0.000,0.951,0.000,0.000,0.000,0.950,0.000,0.953,0.000,0.949,0.000,0.949,0.000,0.000,0.000,0.000,0.780,0.671,1.170,0.858,1.4.1.54,PBS_20.200424
'2021-06-13 03:39:20.109,KCMCT5241H,R04A,OP,±è¿ø´ö,22.96,GGY733AM6B01,DN81246F6T2H1HW1U,AZ3B147136A0B1A19832030119,0ace02090502,THA1213078X06MWAG,0.00,21.48,22.34,0.00,19.22,21.18,20.30,20.36,20.42,54,36,90,PASS,1,3,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6680,6689,7261,7323,0.819,0.816,0.278,0.275,0.478,0.478,0.530,0.522,9.450,9.180,9.576,9.073,7.755,8.485,10.196,9.429,0.949,0.949,0.951,0.953,0.948,0.951,0.949,0.951,0.000,0.000,0.946,0.950,0.949,0.953,0.944,0.949,0.946,0.949,0.000,0.000,0.000,0.000,0.780,0.655,1.123,0.796,1.4.1.54,PBS_20.200424
